survey;station;ss;dat;LON;LAT;gear;timestart;timestop;Durat_min;Durat_hrs;geardepthstart;opr;weight;Catch_hr_gear
2013002;266;2013002266;21.Jun.13;37,19966667;20,938;TB;25.06.2013 15:03:00;25.06.2013 06:49:00;946;15,76666667;34;MA;2,32;0,147145877
2013002;267;2013002267;21.Jun.13;37,19666667;20,99616667;TB;25.06.2013 15:10:00;25.06.2013 06:58:00;947,98;15,79966667;36;MA;1,18;0,07468512
2013002;268;2013002268;21.Jun.13;37,19216667;20,98983333;TB;25.06.2013 15:19:00;25.06.2013 07:09:00;950;15,83333333;40;MA;0,84;0,053052632
2013002;269;2013002269;21.Jun.13;37,1775;20,98983333;TB;25.06.2013 15:28:00;25.06.2013 07:21:00;953;15,88333333;40;MA;0;0
2013002;270;2013002270;21.Jun.13;37,166;20,9895;TB;25.06.2013 15:39:00;25.06.2013 07:30:00;950,98;15,84966667;35;MA;0;0
2013002;271;2013002271;21.Jun.13;37,15483333;20,96833333;TB;25.06.2013 15:48:00;25.06.2013 07:38:00;950;15,83333333;31;MA;0;0
2013002;272;2013002272;21.Jun.13;37,1495;20,9745;TB;25.06.2013 16:58:00;25.06.2013 07:46:00;888;14,8;26;MA;0;0
2013002;273;2013002273;21.Jun.13;37,15616667;20,9675;TB;25.06.2013 16:06:00;25.06.2013 07:57:00;951;15,85;27;MA;0;0
2013002;274;2013002274;21.Jun.13;37,16216667;20,958;TB;25.06.2013 16:14:00;25.06.2013 08:07:00;952,98;15,883;21;MA;1;0,062960398
2013002;275;2013002275;21.Jun.13;37,18116667;20,95416667;TB;25.06.2013 16:20:00;25.06.2013 08:16:00;956;15,93333333;16;MA;0,6;0,037656904
2013002;276;2013002276;21.Jun.13;37,18116667;20,953;TB;25.06.2013 16:27:00;25.06.2013 08:27:00;959,98;15,99966667;13;MA;3,17;0,198129128
2013002;277;2013002277;21.Jun.13;37,19083333;20,954;TB;25.06.2013 16:34:00;25.06.2013 08:35:00;960,98;16,01633333;10;MA;0;0
2013002;280;2013002280;20.Jun.13;37,18566667;20,93633333;BS;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;5,46;0,2275
2013002;281;2013002281;21.Jun.13;37,18566667;20,93633333;BS;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;4,11;0,17125
2013002;282;2013002282;22.Jun.13;37,24583333;20,7505;TB;25.06.2013 14:55:00;25.06.2013 06:51:00;955,98;15,933;11;MA;0,97;0,060879935
2013002;283;2013002283;22.Jun.13;37,24483333;20,748;TB;25.06.2013 14:59:00;25.06.2013 07:00:00;960,98;16,01633333;25;MA;0;0
2013002;284;2013002284;22.Jun.13;37,24133333;20,744;TB;25.06.2013 15:04:00;25.06.2013 07:07:00;962,98;16,04966667;50;MA;5,9;0,367608881
2013002;285;2013002285;22.Jun.13;37,24316667;20,7385;TB;25.06.2013 15:11:00;25.06.2013 07:16:00;964,98;16,083;30;MA;7,33;0,455760741
2013002;286;2013002286;22.Jun.13;37,24483333;20,73433333;TB;25.06.2013 15:18:00;25.06.2013 07:24:00;966;16,1;20;MA;0;0
2013002;287;2013002287;22.Jun.13;37,24583333;20,73016667;TB;25.06.2013 15:24:00;25.06.2013 07:30:00;965,98;16,09966667;14;MA;0,43;0,026708628
2013002;288;2013002288;22.Jun.13;37,24783333;20,72733333;TB;25.06.2013 15:28:00;25.06.2013 07:36:00;968;16,13333333;13;MA;0;0
2013002;289;2013002289;22.Jun.13;37,2525;20,726;TB;25.06.2013 15:35:00;25.06.2013 07:44:00;969;16,15;38;MA;7,75;0,479876161
2013002;290;2013002290;22.Jun.13;37,25416667;20,723;TB;25.06.2013 15:45:00;25.06.2013 07:53:00;968;16,13333333;28;MA;9,33;0,578305785
2013002;291;2013002291;22.Jun.13;37,259;20,72966667;TB;25.06.2013 15:53:00;25.06.2013 08:01:00;967,98;16,133;27;MA;0;0
2013002;292;2013002292;22.Jun.13;37,24966667;20,72966667;TB;25.06.2013 16:00:00;25.06.2013 08:10:00;970;16,16666667;10;MA;1,51;0,093402062
2013002;293;2013002293;22.Jun.13;37,244;20,7595;TB;25.06.2013 16:26:00;25.06.2013 06:27:00;841;14,01666667;13;MA;1,77;0,12627824
2013002;294;2013002294;22.Jun.13;37,244;20,7595;TB;25.06.2013 16:26:00;25.06.2013 06:27:00;841;14,01666667;13;MA;1,73;0,123424495
2013002;295;2013002295;22.Jun.13;37,243;20,765;TB;25.06.2013 16:39:00;25.06.2013 06:40:00;841;14,01666667;14;MA;2,55;0,181926278
2013002;297;2013002297;22.Jun.13;37,24366667;20,75616667;HL;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;19,301;0,804208333
2013002;298;2013002298;22.Jun.13;37,24366667;20,75616667;BS;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;20,311;0,846291667
2013002;299;2013002299;23.Jun.13;37,347;20,59366667;BS;25.06.2013 14:59:00;25.06.2013 07:58:00;1019;16,98333333;20;MA;0;0
2013002;300;2013002300;23.Jun.13;37,34933333;20,59483333;TB;25.06.2013 15:05:00;25.06.2013 07:49:00;1004;16,73333333;30;MA;0;0
2013002;301;2013002301;23.Jun.13;37,351;20,59366667;TB;25.06.2013 15:12:00;25.06.2013 07:40:00;988;16,46666667;68;MA;0,81;0,049190283
2013002;302;2013002302;23.Jun.13;37,351;20,5925;TB;25.06.2013 15:19:00;25.06.2013 07:30:00;971;16,18333333;40;MA;0,9;0,05561277
2013002;304;2013002304;23.Jun.13;37,34966667;20,59166667;TB;25.06.2013 15:24:00;25.06.2013 07:26:00;961,98;16,033;30;MA;0,81;0,050520801
2013002;305;2013002305;23.Jun.13;37,34966667;20,59066667;TB;25.06.2013 15:28:00;25.06.2013 07:17:00;949;15,81666667;20;MA;0;0
2013002;306;2013002306;23.Jun.13;37,34966667;20,58966667;TB;25.06.2013 15:34:00;25.06.2013 07:10:00;936;15,6;20;MA;0;0
2013002;307;2013002307;23.Jun.13;37,34766667;20,5905;TB;25.06.2013 15:38:00;25.06.2013 07:02:00;924;15,4;37;MA;0;0
2013002;308;2013002308;23.Jun.13;37,3455;20,59066667;TB;25.06.2013 15:42:00;25.06.2013 06:56:00;914;15,23333333;38;MA;0;0
2013002;309;2013002309;23.Jun.13;37,34233333;20,59866667;TB;25.06.2013 15:52:00;25.06.2013 08:26:00;994;16,56666667;31;MA;3,63;0,219114688
2013002;310;2013002310;23.Jun.13;37,34466667;20,59766667;TB;25.06.2013 15:59:00;25.06.2013 08:11:00;971,98;16,19966667;40;MA;0;0
2013002;311;2013002311;23.Jun.13;37,34616667;20,597;TB;25.06.2013 16:04:00;25.06.2013 08:05:00;960,98;16,01633333;69;MA;0;0
2013002;312;2013002312;23.Jun.13;37,34333333;20,597;TB;25.06.2013 16:12:00;25.06.2013 08:36:00;983,98;16,39966667;20;MA;0;0
2013002;313;2013002313;23.Jun.13;37,3415;20,59283333;TB;25.06.2013 16:18:00;25.06.2013 06:50:00;871,98;14,533;53;MA;0;0
2013002;314;2013002314;23.Jun.13;37,34216667;20,59516667;HL;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;16,43;0,684583333
